instance_id,repo,pr_number,pr_url,source,author_type,agent_name,agent_tool,task_type,language,outcome,sample_split,created_at,changed_file_count,commit_count,comment_count,review_count,artifact_completeness,eligibility,eligibility_reason,size_tercile,sampling_weight
pop_dcSpark_shinkai-local-ai-agents_1001,dcSpark/shinkai-local-ai-agents,1001,https://github.com/dcSpark/shinkai-local-ai-agents/pull/1001,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,open,test,2025-06-12T22:39:26Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_dcSpark_shinkai-local-ai-agents_933,dcSpark/shinkai-local-ai-agents,933,https://github.com/dcSpark/shinkai-local-ai-agents/pull/933,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,merged,test,2025-05-30T17:23:57Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_deeeed_expo-audio-stream_249,deeeed/expo-audio-stream,249,https://github.com/deeeed/expo-audio-stream/pull/249,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,merged,test,2025-06-02T11:09:35Z,11,1,1,0,metadata_text_counts,eligible,eligible,large,9.537037
pop_deltabeard_Peanut-GB_128,deltabeard/Peanut-GB,128,https://github.com/deltabeard/Peanut-GB/pull/128,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,C,merged,test,2025-06-04T10:57:02Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_different-ai_note-companion_329,different-ai/note-companion,329,https://github.com/different-ai/note-companion/pull/329,aidev_curated_export,ai_authored,codex,Devin,unknown,TypeScript,closed_unmerged,test,2025-02-18T22:45:57Z,7,5,2,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_different-ai_zero-finance_233,different-ai/zero-finance,233,https://github.com/different-ai/zero-finance/pull/233,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Solidity,merged,test,2025-07-08T00:59:36Z,1,1,1,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_diggerhq_digger_2005,diggerhq/digger,2005,https://github.com/diggerhq/digger/pull/2005,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Go,merged,test,2025-06-30T17:27:15Z,3,2,2,3,metadata_text_counts,eligible,eligible,medium,24.934426
pop_digitaldemocracy2030_kouchou-ai_372,digitaldemocracy2030/kouchou-ai,372,https://github.com/digitaldemocracy2030/kouchou-ai/pull/372,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-04-25T06:22:46Z,2,1,3,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_dotCMS_core_32659,dotCMS/core,32659,https://github.com/dotCMS/core/pull/32659,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Java,open,test,2025-07-15T11:47:27Z,186,9,1,0,metadata_text_counts,eligible,eligible,large,9.537037
pop_dotnet_SqlClient_3425,dotnet/SqlClient,3425,https://github.com/dotnet/SqlClient/pull/3425,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,closed_unmerged,test,2025-06-17T16:58:34Z,0,1,0,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_dotnet_android-libraries_1200,dotnet/android-libraries,1200,https://github.com/dotnet/android-libraries/pull/1200,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-07-08T14:39:19Z,13,13,11,30,metadata_text_counts,eligible,eligible,large,56.697674
pop_dotnet_android_10211,dotnet/android,10211,https://github.com/dotnet/android/pull/10211,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-06-16T18:05:27Z,2,2,0,1,metadata_text_counts,eligible,eligible,small,56.697674
pop_dotnet_aspire_10115,dotnet/aspire,10115,https://github.com/dotnet/aspire/pull/10115,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-06-29T05:58:37Z,1,5,0,8,metadata_text_counts,eligible,eligible,small,56.697674
pop_dotnet_aspire_10206,dotnet/aspire,10206,https://github.com/dotnet/aspire/pull/10206,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,closed_unmerged,test,2025-07-02T13:02:01Z,25,2,0,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_dotnet_aspnetcore_62703,dotnet/aspnetcore,62703,https://github.com/dotnet/aspnetcore/pull/62703,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-07-14T05:46:37Z,32,9,0,11,metadata_text_counts,eligible,eligible,large,56.697674
pop_dotnet_maui_30291,dotnet/maui,30291,https://github.com/dotnet/maui/pull/30291,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,closed_unmerged,test,2025-06-28T02:32:50Z,4,11,12,10,metadata_text_counts,eligible,eligible,medium,56.697674
pop_dotnet_msbuild_11891,dotnet/msbuild,11891,https://github.com/dotnet/msbuild/pull/11891,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-05-23T17:00:59Z,1,4,3,3,metadata_text_counts,eligible,eligible,small,56.697674
pop_dotnet_sdk_49994,dotnet/sdk,49994,https://github.com/dotnet/sdk/pull/49994,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,open,test,2025-07-30T12:10:30Z,1,2,2,3,metadata_text_counts,eligible,eligible,small,56.697674
pop_dreadl0ck_ja3_20,dreadl0ck/ja3,20,https://github.com/dreadl0ck/ja3/pull/20,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Go,merged,test,2025-07-02T17:12:23Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_editorconfig_editorconfig-vscode_449,editorconfig/editorconfig-vscode,449,https://github.com/editorconfig/editorconfig-vscode/pull/449,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,closed_unmerged,test,2025-07-20T14:28:19Z,0,1,1,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_elevenlabs_elevenlabs-docs_1290,elevenlabs/elevenlabs-docs,1290,https://github.com/elevenlabs/elevenlabs-docs/pull/1290,aidev_curated_export,ai_authored,cursor,Cursor,unknown,MDX,merged,test,2025-07-03T14:44:03Z,2,2,1,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_elixir-lsp_elixir_sense_310,elixir-lsp/elixir_sense,310,https://github.com/elixir-lsp/elixir_sense/pull/310,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Elixir,merged,test,2025-06-16T14:27:26Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_ethereum-optimism_op-geth_629,ethereum-optimism/op-geth,629,https://github.com/ethereum-optimism/op-geth/pull/629,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-12T21:37:16Z,2,2,1,1,metadata_text_counts,eligible,eligible,small,102.841860
pop_evstack_ev-node_2388,evstack/ev-node,2388,https://github.com/evstack/ev-node/pull/2388,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Go,closed_unmerged,test,2025-06-24T16:36:02Z,10,2,1,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_f_mcptools_58,f/mcptools,58,https://github.com/f/mcptools/pull/58,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Go,open,test,2025-06-05T23:08:40Z,3,3,0,0,metadata_text_counts,eligible,eligible,medium,56.697674
pop_faros-ai_airbyte-connectors_2021,faros-ai/airbyte-connectors,2021,https://github.com/faros-ai/airbyte-connectors/pull/2021,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-05-12T19:23:39Z,38,1,4,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_featureform_enrichmcp_88,featureform/enrichmcp,88,https://github.com/featureform/enrichmcp/pull/88,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Python,merged,test,2025-06-20T23:05:31Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_getsentry_sentry-docs_13986,getsentry/sentry-docs,13986,https://github.com/getsentry/sentry-docs/pull/13986,aidev_curated_export,ai_authored,cursor,Cursor,unknown,MDX,merged,test,2025-06-10T15:58:41Z,1,1,2,1,metadata_text_counts,eligible,eligible,small,24.934426
pop_getsentry_sentry-docs_14231,getsentry/sentry-docs,14231,https://github.com/getsentry/sentry-docs/pull/14231,aidev_curated_export,ai_authored,cursor,Cursor,unknown,MDX,merged,test,2025-07-02T11:04:46Z,48,10,7,13,metadata_text_counts,eligible,eligible,large,24.934426
pop_getsentry_sentry_94888,getsentry/sentry,94888,https://github.com/getsentry/sentry/pull/94888,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,merged,test,2025-07-03T20:17:19Z,2,9,0,3,metadata_text_counts,eligible,eligible,small,24.934426
pop_getsentry_sentry_95187,getsentry/sentry,95187,https://github.com/getsentry/sentry/pull/95187,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,open,test,2025-07-09T23:32:42Z,5,2,2,0,metadata_text_counts,eligible,eligible,medium,24.934426
pop_giselles-ai_giselle_1414,giselles-ai/giselle,1414,https://github.com/giselles-ai/giselle/pull/1414,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,closed_unmerged,test,2025-07-10T05:12:43Z,4,1,3,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_giselles-ai_giselle_970,giselles-ai/giselle,970,https://github.com/giselles-ai/giselle/pull/970,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,merged,test,2025-05-28T02:42:07Z,4,1,4,2,metadata_text_counts,eligible,eligible,medium,102.841860
pop_github_docs_38633,github/docs,38633,https://github.com/github/docs/pull/38633,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,merged,test,2025-05-30T15:57:21Z,305,5,4,2,metadata_text_counts,eligible,eligible,large,56.697674
pop_github_gh-gei_1382,github/gh-gei,1382,https://github.com/github/gh-gei/pull/1382,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-07-08T03:35:24Z,4,8,2,12,metadata_text_counts,eligible,eligible,medium,56.697674
pop_gluesql_gluesql_1620,gluesql/gluesql,1620,https://github.com/gluesql/gluesql/pull/1620,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Rust,merged,test,2025-06-10T03:57:07Z,2,1,0,1,metadata_text_counts,eligible,eligible,small,102.841860
pop_graphistry_pygraphistry_708,graphistry/pygraphistry,708,https://github.com/graphistry/pygraphistry/pull/708,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Python,closed_unmerged,test,2025-07-21T10:49:46Z,19,11,1,0,metadata_text_counts,eligible,eligible,large,9.537037
pop_halo-dev_halo_7644,halo-dev/halo,7644,https://github.com/halo-dev/halo/pull/7644,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Java,open,test,2025-07-29T07:05:23Z,7,2,5,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_haydenbleasel_kibo_180,haydenbleasel/kibo,180,https://github.com/haydenbleasel/kibo/pull/180,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,closed_unmerged,test,2025-07-10T09:13:42Z,5,4,1,0,metadata_text_counts,eligible,eligible,medium,56.697674
pop_hmislk_hmis_12833,hmislk/hmis,12833,https://github.com/hmislk/hmis/pull/12833,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,HTML,merged,test,2025-06-08T07:42:38Z,1,1,1,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_hmislk_hmis_13027,hmislk/hmis,13027,https://github.com/hmislk/hmis/pull/13027,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,HTML,merged,test,2025-06-13T15:10:54Z,1,1,1,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_hmislk_hmis_13044,hmislk/hmis,13044,https://github.com/hmislk/hmis/pull/13044,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,HTML,merged,test,2025-06-14T01:43:29Z,1,1,1,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_hmislk_hmis_13275,hmislk/hmis,13275,https://github.com/hmislk/hmis/pull/13275,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,HTML,merged,test,2025-06-21T08:06:17Z,3,1,1,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_imbhargav5_rooks_1815,imbhargav5/rooks,1815,https://github.com/imbhargav5/rooks/pull/1815,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,closed_unmerged,test,2025-07-21T07:50:38Z,1,2,3,2,metadata_text_counts,eligible,eligible,small,24.934426
pop_imbhargav5_rooks_1839,imbhargav5/rooks,1839,https://github.com/imbhargav5/rooks/pull/1839,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-22T11:02:47Z,1,1,3,2,metadata_text_counts,eligible,eligible,small,24.934426
pop_imfing_hextra_700,imfing/hextra,700,https://github.com/imfing/hextra/pull/700,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,HTML,merged,test,2025-06-03T23:52:21Z,50,14,1,1,metadata_text_counts,eligible,eligible,large,102.841860
pop_imgntn_j360_11,imgntn/j360,11,https://github.com/imgntn/j360/pull/11,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,JavaScript,merged,test,2025-06-01T22:10:39Z,13,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_imgntn_j360_35,imgntn/j360,35,https://github.com/imgntn/j360/pull/35,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,JavaScript,merged,test,2025-06-05T02:40:17Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_intellectronica_ruler_19,intellectronica/ruler,19,https://github.com/intellectronica/ruler/pull/19,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,merged,test,2025-05-29T08:26:01Z,3,4,5,2,metadata_text_counts,eligible,eligible,medium,56.697674
pop_invoke-ai_InvokeAI_8218,invoke-ai/InvokeAI,8218,https://github.com/invoke-ai/InvokeAI/pull/8218,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-07T19:14:48Z,2,2,0,1,metadata_text_counts,eligible,eligible,small,24.934426
pop_jabrena_cursor-rules-java_138,jabrena/cursor-rules-java,138,https://github.com/jabrena/cursor-rules-java/pull/138,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Shell,merged,test,2025-07-06T21:42:47Z,17,4,0,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_jacepark12_ticktick-mcp_31,jacepark12/ticktick-mcp,31,https://github.com/jacepark12/ticktick-mcp/pull/31,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Python,open,test,2025-07-29T22:02:29Z,2,1,1,0,metadata_text_counts,eligible,eligible,small,9.537037
pop_jamesmh_coravel_445,jamesmh/coravel,445,https://github.com/jamesmh/coravel/pull/445,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-07-10T02:15:50Z,3,2,0,1,metadata_text_counts,eligible,eligible,medium,56.697674
pop_jamsocket_forevervm_131,jamsocket/forevervm,131,https://github.com/jamsocket/forevervm/pull/131,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Rust,open,test,2025-03-14T18:26:30Z,23,5,0,3,metadata_text_counts,eligible,eligible,large,9.537037
pop_jdereg_java-util_358,jdereg/java-util,358,https://github.com/jdereg/java-util/pull/358,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-07-20T04:41:59Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_jdereg_json-io_342,jdereg/json-io,342,https://github.com/jdereg/json-io/pull/342,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Java,merged,test,2025-06-19T03:14:11Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_jina-ai_deepsearch-ui_15,jina-ai/deepsearch-ui,15,https://github.com/jina-ai/deepsearch-ui/pull/15,aidev_curated_export,ai_authored,devin,Devin,unknown,JavaScript,merged,test,2025-02-22T07:55:25Z,3,26,2,0,metadata_text_counts,eligible,eligible,medium,54.440476
pop_jina-ai_node-DeepResearch_5,jina-ai/node-DeepResearch,5,https://github.com/jina-ai/node-DeepResearch/pull/5,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-02-02T12:51:16Z,11,1,1,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_jscarle_LightResults_48,jscarle/LightResults,48,https://github.com/jscarle/LightResults/pull/48,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,C#,merged,test,2025-07-08T16:57:35Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_julep-ai_julep_1448,julep-ai/julep,1448,https://github.com/julep-ai/julep/pull/1448,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Python,merged,test,2025-05-23T11:31:33Z,14,3,3,1,metadata_text_counts,eligible,eligible,large,102.841860
pop_justtrackio_gosoline_1257,justtrackio/gosoline,1257,https://github.com/justtrackio/gosoline/pull/1257,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Go,merged,test,2025-07-08T12:02:15Z,137,6,0,2,metadata_text_counts,eligible,eligible,large,56.697674
pop_keephq_keep_4994,keephq/keep,4994,https://github.com/keephq/keep/pull/4994,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,merged,test,2025-06-09T16:25:40Z,14,8,2,3,metadata_text_counts,eligible,eligible,large,24.934426
pop_keephq_keep_5071,keephq/keep,5071,https://github.com/keephq/keep/pull/5071,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,closed_unmerged,test,2025-06-22T05:47:38Z,5,7,4,1,metadata_text_counts,eligible,eligible,medium,24.934426
pop_keephq_keep_5113,keephq/keep,5113,https://github.com/keephq/keep/pull/5113,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,merged,test,2025-06-30T06:29:31Z,14,6,1,4,metadata_text_counts,eligible,eligible,large,24.934426
pop_kentcdodds_kentcdodds.com_549,kentcdodds/kentcdodds.com,549,https://github.com/kentcdodds/kentcdodds.com/pull/549,aidev_curated_export,ai_authored,cursor,Cursor,unknown,MDX,merged,test,2025-07-12T03:00:20Z,4,2,1,0,metadata_text_counts,eligible,eligible,medium,24.934426
pop_kortix-ai_suna_1014,kortix-ai/suna,1014,https://github.com/kortix-ai/suna/pull/1014,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-19T16:16:22Z,2,1,2,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_kyegomez_swarms_949,kyegomez/swarms,949,https://github.com/kyegomez/swarms/pull/949,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,merged,test,2025-07-09T04:58:24Z,2,1,1,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_laiso_askrepo_12,laiso/askrepo,12,https://github.com/laiso/askrepo/pull/12,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-05-17T12:30:46Z,5,4,0,1,metadata_text_counts,eligible,eligible,medium,24.934426
pop_langbot-app_LangBot_1514,langbot-app/LangBot,1514,https://github.com/langbot-app/LangBot/pull/1514,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Python,closed_unmerged,test,2025-06-09T07:43:39Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_langfuse_langfuse-docs_1791,langfuse/langfuse-docs,1791,https://github.com/langfuse/langfuse-docs/pull/1791,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Jupyter Notebook,merged,test,2025-07-14T19:09:57Z,301,2,1,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_langfuse_langfuse-docs_1842,langfuse/langfuse-docs,1842,https://github.com/langfuse/langfuse-docs/pull/1842,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Jupyter Notebook,merged,test,2025-07-26T00:26:03Z,1,1,1,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_langfuse_langfuse_7731,langfuse/langfuse,7731,https://github.com/langfuse/langfuse/pull/7731,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-07T14:38:05Z,8,8,0,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_liam-hq_liam_1894,liam-hq/liam,1894,https://github.com/liam-hq/liam/pull/1894,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-06-05T06:52:18Z,1,1,4,2,metadata_text_counts,eligible,eligible,small,54.440476
pop_liam-hq_liam_2042,liam-hq/liam,2042,https://github.com/liam-hq/liam/pull/2042,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-06-17T06:48:45Z,1,1,3,2,metadata_text_counts,eligible,eligible,small,54.440476
pop_liam-hq_liam_2063,liam-hq/liam,2063,https://github.com/liam-hq/liam/pull/2063,aidev_curated_export,ai_authored,claude_code,Devin,unknown,TypeScript,merged,test,2025-06-18T06:19:19Z,1,5,6,2,metadata_text_counts,eligible,eligible,small,9.537037
pop_liam-hq_liam_2186,liam-hq/liam,2186,https://github.com/liam-hq/liam/pull/2186,aidev_curated_export,ai_authored,claude_code,Devin,unknown,TypeScript,merged,test,2025-06-24T10:05:21Z,1,3,6,7,metadata_text_counts,eligible,eligible,small,9.537037
pop_liam-hq_liam_2208,liam-hq/liam,2208,https://github.com/liam-hq/liam/pull/2208,aidev_curated_export,ai_authored,claude_code,Devin,unknown,TypeScript,merged,test,2025-06-25T10:46:29Z,15,2,5,5,metadata_text_counts,eligible,eligible,large,9.537037
pop_liam-hq_liam_2520,liam-hq/liam,2520,https://github.com/liam-hq/liam/pull/2520,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,TypeScript,merged,test,2025-07-11T08:45:31Z,12,3,6,12,metadata_text_counts,eligible,eligible,large,9.537037
pop_liam-hq_liam_2526,liam-hq/liam,2526,https://github.com/liam-hq/liam/pull/2526,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,open,test,2025-07-11T10:31:27Z,16,2,4,0,metadata_text_counts,eligible,eligible,large,54.440476
pop_lightdash_lightdash_13296,lightdash/lightdash,13296,https://github.com/lightdash/lightdash/pull/13296,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,closed_unmerged,test,2025-01-15T15:12:15Z,2,3,2,0,metadata_text_counts,eligible,eligible,small,54.440476
pop_lingodotdev_lingo.dev_992,lingodotdev/lingo.dev,992,https://github.com/lingodotdev/lingo.dev/pull/992,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-07-02T15:35:26Z,3,2,2,1,metadata_text_counts,eligible,eligible,medium,54.440476
pop_liuyanghejerry_painttyWidget_79,liuyanghejerry/painttyWidget,79,https://github.com/liuyanghejerry/painttyWidget/pull/79,aidev_curated_export,ai_authored,cursor,Cursor,unknown,C++,merged,test,2025-07-04T04:15:39Z,8,1,0,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_lostintangent_gistpad_396,lostintangent/gistpad,396,https://github.com/lostintangent/gistpad/pull/396,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,merged,test,2025-06-12T02:08:08Z,9,10,2,26,metadata_text_counts,eligible,eligible,large,56.697674
pop_lukemurraynz_awesome-azure-architecture_55,lukemurraynz/awesome-azure-architecture,55,https://github.com/lukemurraynz/awesome-azure-architecture/pull/55,aidev_curated_export,ai_authored,copilot,Copilot,unknown,unknown,merged,test,2025-07-23T01:15:33Z,1,3,0,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_lutzroeder_netron_1460,lutzroeder/netron,1460,https://github.com/lutzroeder/netron/pull/1460,aidev_curated_export,ai_authored,copilot,Copilot,unknown,JavaScript,closed_unmerged,test,2025-05-21T00:32:43Z,1,2,0,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_marimo-team_marimo_3484,marimo-team/marimo,3484,https://github.com/marimo-team/marimo/pull/3484,aidev_curated_export,ai_authored,copilot,Devin,unknown,Python,merged,test,2025-01-17T17:50:38Z,16,11,3,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_mattpocock_total-typescript-monorepo_273,mattpocock/total-typescript-monorepo,273,https://github.com/mattpocock/total-typescript-monorepo/pull/273,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,closed_unmerged,test,2025-06-30T20:28:31Z,1,4,0,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_mattpocock_total-typescript-monorepo_292,mattpocock/total-typescript-monorepo,292,https://github.com/mattpocock/total-typescript-monorepo/pull/292,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-01T12:23:00Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_mattpocock_total-typescript-monorepo_307,mattpocock/total-typescript-monorepo,307,https://github.com/mattpocock/total-typescript-monorepo/pull/307,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-02T19:22:42Z,2,2,0,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_maybe-finance_maybe_2389,maybe-finance/maybe,2389,https://github.com/maybe-finance/maybe/pull/2389,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Ruby,merged,test,2025-06-17T20:17:55Z,77,11,12,0,metadata_text_counts,eligible,eligible,large,9.537037
pop_mediar-ai_terminator_104,mediar-ai/terminator,104,https://github.com/mediar-ai/terminator/pull/104,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Rust,closed_unmerged,test,2025-06-10T18:58:59Z,7,1,1,0,metadata_text_counts,eligible,eligible,large,24.934426
pop_mediar-ai_terminator_199,mediar-ai/terminator,199,https://github.com/mediar-ai/terminator/pull/199,aidev_curated_export,ai_authored,cursor,Cursor,unknown,Rust,closed_unmerged,test,2025-07-12T01:20:29Z,2,2,0,0,metadata_text_counts,eligible,eligible,small,24.934426
pop_mendableai_firecrawl_1413,mendableai/firecrawl,1413,https://github.com/mendableai/firecrawl/pull/1413,aidev_curated_export,ai_authored,devin,Devin,unknown,TypeScript,merged,test,2025-04-04T17:36:09Z,190,24,3,6,metadata_text_counts,eligible,eligible,large,54.440476
pop_mfts_papermark_1788,mfts/papermark,1788,https://github.com/mfts/papermark/pull/1788,aidev_curated_export,ai_authored,cursor,Cursor,unknown,TypeScript,merged,test,2025-07-29T10:47:06Z,8,5,2,1,metadata_text_counts,eligible,eligible,large,24.934426
pop_michaellatman_mcp-get_143,michaellatman/mcp-get,143,https://github.com/michaellatman/mcp-get/pull/143,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,TypeScript,merged,test,2025-05-17T04:19:34Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_microsoft_ApplicationInsights-Java_4337,microsoft/ApplicationInsights-Java,4337,https://github.com/microsoft/ApplicationInsights-Java/pull/4337,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Java,closed_unmerged,test,2025-07-16T02:08:38Z,0,1,0,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_microsoft_ApplicationInsights-node.js_1447,microsoft/ApplicationInsights-node.js,1447,https://github.com/microsoft/ApplicationInsights-node.js/pull/1447,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,closed_unmerged,test,2025-07-09T03:11:12Z,480,30,3,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_microsoft_RulesEngine_680,microsoft/RulesEngine,680,https://github.com/microsoft/RulesEngine/pull/680,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,open,test,2025-06-26T05:23:49Z,6,4,0,0,metadata_text_counts,eligible,eligible,medium,56.697674
pop_microsoft_Spartan2_45,microsoft/Spartan2,45,https://github.com/microsoft/Spartan2/pull/45,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Rust,merged,test,2025-06-30T21:58:42Z,11,8,1,29,metadata_text_counts,eligible,eligible,large,56.697674
